nm,exPts,exVar,wk
Jermaine Whitehead,0,1.36157048222379e-18,17
Jerome Baker,0,1.36157048222379e-18,17
Jerry Hughes,0,1.36157048222379e-18,17
Jerry Tillery,0,1.36157048222379e-18,17
Jesper Horsted,3.43021858964719,0.740894064725258,17
Jesse James,5.09065629197295,1.83499472733939,17
Jessie Bates III,0,1.36157048222379e-18,17
Jesus Wilson,0.982143050336876,0.811660511025444,17
Jihad Ward,0,1.36157048222379e-18,17
Jimmy Garoppolo IR,3.05512908018306,1.39927877701365,17
Jimmy Graham,3.12581357067123,0.461215911483638,17
Jimmy Moreland,0,1.36157048222379e-18,17
Joe Flacco,4.60645226587858,0.178610295695019,17
Joe Haden,0,1.36157048222379e-18,17
Joe Jackson,0,1.36157048222379e-18,17
Joe Mixon Q,17.1153225775908,0.550762466473902,17
Joe Schobert,0,1.36157048222379e-18,17
Joe Thomas,0,1.36157048222379e-18,17
Joe Walker,0,1.36157048222379e-18,17
Joey Bosa O,0,1.36157048222379e-18,17
Joey Ivie,0,1.36157048222379e-18,17
Joey Slye,10.6345952077215,0.601477425290781,17
John Brown,1.9087152276236,1.40400868260172,17
John Jenkins,0,1.36157048222379e-18,17
John Johnson III,0,1.36157048222379e-18,17
John Ross III Q,10.1982964925958,0.387616170570748,17
John Simon Q,0,1.36157048222379e-18,17
Johnathan Abram,0,1.36157048222379e-18,17
Johnathan Hankins,0,1.36157048222379e-18,17
Johnathan Joseph,0,1.36157048222379e-18,17
Johnny Holton,0.413736171783854,0.0470437410917948,17
Johnny Mundt,1.29065932277862,0.985294922882315,17
Jon Bostic,0,1.36157048222379e-18,17
Jon Hilliman,1.6247262475103,0.691224863295708,17
Jonathan Jones,0,1.36157048222379e-18,17
Jonathan Ledbetter,0,1.36157048222379e-18,17
Jonathan Williams,0,1.83029828835011,17
Jonnu Smith,22.936840563707,2.57991412571929,17
Jordan Akins,4.32113577047981,0.124352463253378,17
Jordan Dangerfield,0,1.36157048222379e-18,17
Jordan Hicks,0,1.36157048222379e-18,17
Jordan Howard,4.94564622371139,0.222161646523821,17
Jordan Jenkins,0,1.36157048222379e-18,17
Jordan Matthews,0,1.46541937087378,17
Jordan Phillips,0,1.36157048222379e-18,17
Jordan Poyer,0,1.36157048222379e-18,17
Jordan Whitehead,0,1.36157048222379e-18,17
Jordan Wilkins,18.5467031684857,3.45404501360435,17
Josey Jewell,0,1.36157048222379e-18,17
Josh Adams,0,1.78155388966382,17
Josh Allen,11.2221567228155,0.536602990383537,17
Josh Bellamy,0,1.237437679028,17
Josh Ferguson,0.45000000012888,1.7500000005728,17
Josh Gordon SUS,3.61151735972331,0.201764311816938,17
Josh Hill,6.10852276873845,0.60957685836784,17
Josh Jacobs,0,2.0090076715557,17
Josh Lambo IR,13.0686789186738,1.36823540409439,17
Josh Mauro,0,1.36157048222379e-18,17
Josh McCown,0,0.250000389561995,17
Josh Norman,0,1.36157048222379e-18,17
Josh Oliver IR,0,1.72051688764371,17
Josh Perkins IR,1.24285675488878,0.321428393052314,17
Josh Reynolds,2.85467219819422,0.22618452823266,17
Josh Robinson,0,1.36157048222379e-18,17
Josh Rosen,3.51538421557939,0.610990331871695,17
Josh Sweat,0,1.36157048222379e-18,17
Jourdan Lewis,0,1.36157048222379e-18,17
JuJu Smith-Schuster,2.34197838682647,0.607059695304663,17
Juan Thornhill,0,1.36157048222379e-18,17
Julian Edelman IR,12.2977901611591,0.475977875736392,17
Julio Jones,47.3847675291882,2.54716781549183,17
Jurrell Casey IR,0,1.36157048222379e-18,17
Justice Hill,13.6766486076171,3.32199624462027,17
Justin Bethel,0,1.36157048222379e-18,17
Justin Coleman,0,1.36157048222379e-18,17
Justin Hardy,0,1.86890225966154,17
Justin Houston,0,1.36157048222379e-18,17
Justin Jackson,1.01675511124051,0.301595256077116,17
Justin Jones,0,1.36157048222379e-18,17
Justin Reid,0,1.36157048222379e-18,17
Justin Simmons,0,1.36157048222379e-18,17
Justin Tucker,4.84888571301732,0.87696928515887,17
Justin Watson,20.0192331545049,3.2281598554204,17
K'Waun Williams Q,0,1.36157048222379e-18,17
K.J. Wright Q,0,1.36157048222379e-18,17
Ka'imi Fairbairn,13.7527510489838,1.77679104320248,17
Kaare Vedvik,0,1.36157048222379e-18,17
Kaden Smith Q,21.0785715392462,2.67589182759658,17
Kai Forbath,19.6373645844863,3.43380697226121,17
Kalen Ballage,0,2.40361832441387,17
Kalif Raymond,1.51126250852578,0.127654925356689,17
Kamalei Correa,0,1.36157048222379e-18,17
Kameron Kelly,0,1.36157048222379e-18,17
Kansas City Chiefs,13.6620566505669,0.799577609206483,17
Kareem Hunt,7.06510177190691,0.158313879046714,17
Kareem Jackson,0,1.36157048222379e-18,17
Kareem Martin,0,1.36157048222379e-18,17
Karl Joseph,0,1.36157048222379e-18,17
Kavon Frazier,0,1.36157048222379e-18,17
Kawann Short IR,0,1.36157048222379e-18,17
Keanu Neal,0,1.36157048222379e-18,17
KeeSean Johnson,0,1.41278457733448,17
Keelan Cole Sr.,4.16621355540623,0.0526837342924313,17
Keelan Doss,3.23571546401232,0.692969654022872,17
Keenan Allen,12.7659128218766,0.227238224552179,17
Keion Crossen,0,1.36157048222379e-18,17
Keith Smith,2.18461542992601,3.46691474682079,17
Keke Coutee,3.86484349751084,0.135589530358827,17
Kelvin Harmon,8.28285327639915,1.21439703652975,17
Kemoko Turay PUP,0,1.36157048222379e-18,17
Kendall Fuller,0,1.36157048222379e-18,17
Kendrick Bourne,0,1.31956623037798,17
Kenjon Barner,0,1.87318910674893,17
Kenny Clark,0,1.36157048222379e-18,17
Kenny Golladay O,12.459730905988,0.329202533457906,17
Kenny Moore II,0,1.36157048222379e-18,17
Kenny Stills,14.8889588489955,1.14574030868523,17
Kenny Vaccaro,0,1.36157048222379e-18,17
Kenny Young,0,1.36157048222379e-18,17
Kentrell Brothers SUS,0,1.36157048222379e-18,17
Kenyan Drake O,50.8978500932941,2.97957122827908,17
Kerrith Whyte,2.27142750318047,0.777957058896514,17
Kerry Wynn,0,1.36157048222379e-18,17
Kerryon Johnson,10.5285484044012,0.818657889318509,17
Kevin Byard,0.0576923614147772,0.140109787781377,17
Kevin King O,0,1.36157048222379e-18,17
Kevin Peterson Q,0,1.36157048222379e-18,17
Kevin Pierre-Louis,0,1.36157048222379e-18,17
KhaDarel Hodge,0,0.466081095980369,17
Khalil Mack,0,1.36157048222379e-18,17
Khari Blasingame,1.45714255458808,0.581931444294234,17
Khari Willis,0,1.36157048222379e-18,17
Kirk Cousins,7.05977208538092,1.08414622327113,17
Kris Boyd,0,1.36157048222379e-18,17
Krishawn Hogan,1.4000000834897,3.75000023854199,17
Kwon Alexander,0,1.36157048222379e-18,17
Kyle Allen O,1.21048595771022,1.16286239883975,17
Kyle Fuller,0,1.36157048222379e-18,17
Kyle Juszczyk,6.7785673993656,0.972872945921946,17
Kyle Rudolph,0,1.75689351311622,17
Kyle Van Noy,0,1.36157048222379e-18,17
Kyler Fackrell,0,1.36157048222379e-18,17
Kyler Murray,11.2806347818497,0.813603686583839,17
Kyzir White,0,1.36157048222379e-18,17
Lamar Jackson,29.8845437270096,0.23207456200313,17
Lamarcus Joyner,0,1.36157048222379e-18,17
Lance Kendricks,1.45604432660292,0.637079800717364,17
Landon Collins IR,0,1.36157048222379e-18,17
Laquon Treadwell,0,1.0803840467041,17
Larry Fitzgerald,9.95459237464559,0.148128041304997,17
Larry Ogunjobi,0,1.36157048222379e-18,17
Las Vegas Raiders,0,1.50920487191787,17
Latavius Murray,2.18711621017375,0.643377512640594,17
Lavonte David,0,1.36157048222379e-18,17
Lawrence Guy Q,0,1.36157048222379e-18,17
Le'Veon Bell,1.98341458813995,1.57230452644571,17
LeSean McCoy,0.982637889648485,0.962966812106509,17
Lee Smith,1.36483557256412,0.274131479657387,17
Leighton Vander Esch,0,1.36157048222379e-18,17
Leon Jacobs IR,0,1.36157048222379e-18,17
Leonard Floyd,0,1.36157048222379e-18,17
Leonard Fournette,16.6906184413737,0.0168927048434637,17
Leonard Williams,0,1.36157048222379e-18,17
Levi Wallace,0,1.36157048222379e-18,17
Levine Toilolo,0.250549528082928,0.120340182531866,17
Linval Joseph,0,1.36157048222379e-18,17
Logan Ryan,0,1.36157048222379e-18,17
Logan Thomas,1.89642730337163,0.141976379233952,17
Lorenzo Alexander,0,1.36157048222379e-18,17
Lorenzo Carter IR,0,1.36157048222379e-18,17
Los Angeles Chargers,5.28296851534292,0.0251327229521191,17
Los Angeles Rams,3.72245910498178,0.760817671596855,17
Luke Falk,0.748460709086999,0.020030906907935,17
Luke Kuechly,0,1.36157048222379e-18,17
Luke Stocker,1.45549433392105,0.591475404879016,17
Luke Willson,0.890111775983252,0.0625269979400339,17
M.J. Stewart Jr.,0,1.36157048222379e-18,17
Mack Hollins,1.91208375050471,0.146967972478208,17
Mackensie Alexander,0,1.36157048222379e-18,17
Malcolm Brown,0,1.65903131058937,17
Malcolm Butler,0,1.36157048222379e-18,17
Malcolm Jenkins,0,1.36157048222379e-18,17
Malcom Brown,0,1.36157048222379e-18,17
Malik Hooker IR,0,1.36157048222379e-18,17
Malik Jefferson,0,1.36157048222379e-18,17
Malik Reed,0,1.36157048222379e-18,17
Malik Turner,3.20439073111037,0.110375158369864,17
Marcedes Lewis,3.27197737209373,0.471380230422105,17
Marcell Ateman,0,0.778980266656808,17
Marcus Davenport,0,1.36157048222379e-18,17
Marcus Epps,0,1.36157048222379e-18,17
Marcus Johnson,2.30409415122248,0.169934085797424,17
Marcus Mariota,2.76287272201268,0.301381374391387,17
Marcus Maye,0,1.36157048222379e-18,17
Marcus Peters,0,1.36157048222379e-18,17
Marcus Williams,0,1.36157048222379e-18,17
Margus Hunt,0,1.36157048222379e-18,17
Mario Addison,0,1.36157048222379e-18,17
Mark Andrews,21.5827791681905,0.871740379213186,17
Mark Barron IR,0,1.36157048222379e-18,17
Mark Ingram II,17.2327926392254,0.122703769979785,17
Mark Nzeocha IR,0,1.36157048222379e-18,17
Mark Walton,0.942862660031295,0.44081476893805,17
Markus Golden,0,1.36157048222379e-18,17
Marlon Humphrey,0,1.36157048222379e-18,17
Marlon Mack IR,10.3424294838524,0.0373152147832553,17
Marqise Lee,0.434340755926736,0.207292286759352,17
Marquel Lee,0,1.36157048222379e-18,17
Marquez Valdes-Scantling,5.58405100994849,0.0501427341249685,17
Marqui Christian,0,1.36157048222379e-18,17
Marquise Blair IR,0,1.36157048222379e-18,17
Marquise Brown,0,1.63573622349707,17
Marquise Goodwin,2.05685865953994,0.0705950317587422,17
Marshon Lattimore,0,1.36157048222379e-18,17
Marvin Hall,0,0.822742587095911,17
Marvin Jones Jr.,0,2.01846108269979,17
Mason Crosby,14.629123551884,2.22160615487578,17
Mason Rudolph,6.53995088562015,0.121521758094588,17
Matt Barkley,0.807033137604552,0.541208958435835,17
Matt Breida O,6.5104394799071,0.0346124161898571,17
Matt Bryant,3.78571520916609,0.214109089534762,17
Matt Gay,12.9010902460678,0.961429667201492,17
Matt Ioannidis IR,0,1.36157048222379e-18,17
Matt LaCosse,10.2302187696268,3.31228822595094,17
Matt Milano IR,0,1.36157048222379e-18,17
Matt Moore,0,1.07446513847678,17
Matt Prater,4.53569973715626,0.569268917687746,17
Matt Ryan,33.5433014957091,1.38588262996742,17
Matt Schaub,0,0.848178773854342,17
Matthew Adams,0,1.36157048222379e-18,17
Matthew Judon,0,1.36157048222379e-18,17
Matthew Stafford,0,1.34175580090327,17
Maurice Alexander,0,1.36157048222379e-18,17
Maurice Hurst O,0,1.36157048222379e-18,17
Maxx Crosby,0,1.36157048222379e-18,17
Maxx Williams,7.00989230443549,1.50518146866126,17
Mecole Hardman,3.88845411413589,0.470475867890438,17
Melvin Gordon III,17.4860574531963,0.817458570511453,17
Melvin Ingram III,0,1.36157048222379e-18,17
Miami Dolphins,0.711537638188461,0.694049893484477,17
Micah Hyde,0.164836348745413,0.140109100836391,17
Michael Badgley,1.25549053400312,0.501189776716851,17
Michael Brockers,0,1.36157048222379e-18,17
Michael Crabtree,0.414285210171655,0.0252365195885001,17
Michael Gallup,2.04735836068615,1.05171518127779,17
Michael Palardy,0.480000004164955,3.75000003470795,17
Michael Pierce,0,1.36157048222379e-18,17
Michael Thomas,48.4034018655174,2.02282602140059,17
Michael Walker,0.126373561199323,0.153898400854515,17
Mike Boone,13.6857152340807,2.7171768517209,17
Mike Daniels,0,1.36157048222379e-18,17
Mike Davis,0,1.34662895225274,17
Mike Edwards,0,1.36157048222379e-18,17
Mike Evans,0,1.27592057644879,17
Mike Ford,0,1.36157048222379e-18,17
Mike Gesicki,21.3519199070852,1.87877407754598,17
Mike Glennon,0.149451538206901,0.140109163083161,17
Mike Hilton O,0,1.36157048222379e-18,17
Mike Nugent,1.7609938030177,0.0329336327835228,17
Mike Thomas,0.248901071177873,0.0621990678198173,17
Mike Williams,12.8326745131225,0.485083664226733,17
Miles Boykin,5.24807016517856,0.516388295122389,17
Miles Killebrew,0,1.36157048222379e-18,17
Miles Sanders Q,44.1816357776408,3.13152604317268,17
Minkah Fitzpatrick,0,1.36157048222379e-18,17
Minnesota Vikings,20.4917081352675,1.80302914266165,17
Mitchell Loewen,0,1.36157048222379e-18,17
Mitchell Trubisky,8.24534273155888,0.500440944885735,17
Mo Alie-Cox,3.6796700141347,1.96395081123207,17
Mohamed Sanu Sr.,8.06124433458364,0.101151827352757,17
Montae Nicholson,0,1.36157048222379e-18,17
Montez Sweat,0,1.36157048222379e-18,17
Montravius Adams,0,1.36157048222379e-18,17
Morgan Burnett,0,1.36157048222379e-18,17
Morgan Fox,0,1.36157048222379e-18,17
MyCole Pruitt,3.58351617981214,1.7524776535246,17
Mychal Kendricks,0,1.36157048222379e-18,17
Myles Garrett Q,0,1.36157048222379e-18,17
Myles Gaskin IR,16.5384622276521,3.87244728553464,17
Myles Jack,0,1.36157048222379e-18,17
N'Keal Harry O,9.04010927481044,1.93151850332019,17
Najee Goode,0,1.36157048222379e-18,17
Nasir Adderley,0,1.36157048222379e-18,17
Nate Hairston,0,1.36157048222379e-18,17
Nathan Gerry IR,0,1.36157048222379e-18,17
Natrell Jamerson,0,1.36157048222379e-18,17
Ndamukong Suh,0,1.36157048222379e-18,17
Nelson Agholor,0.084765271599629,0.721867078144652,17
Neville Hewitt,0,1.36157048222379e-18,17
New England Patriots,19.8241231750927,0.518964111913594,17
New Orleans Saints,5.40382510091837,0.480814300547306,17
New York Giants,9.90662486871893,0.688705997698611,17
New York Jets,2.09332300228731,0.842329124119366,17
Nicholas Morrow,0,1.36157048222379e-18,17
Nick Bawden IR,0,0.538762028606042,17
Nick Bellore,7.66263937952241,3.64371889467133,17
Nick Bosa IR,0,1.36157048222379e-18,17
Nick Boyle,0.823884535538897,0.871761712518739,17
Nick Chubb IR,16.9691258980146,0.0142929196340411,17
Nick Dzubnar,0,1.36157048222379e-18,17
Nick Foles,0,2.16053140321,17
Nick Folk Q,12.8351650897579,1.96476573504888,17
Nick Kwiatkoski,0,1.36157048222379e-18,17
Nick O'Leary,0.989005967670731,0.247372739900601,17
Nick Scott,0.0906595438010082,0.140109643877566,17
Nick Vannett,6.57225188857091,1.92812470071099,17
Nick Vigil,0,1.36157048222379e-18,17
Nick Williams,0,1.36157048222379e-18,17
Nickell Robey-Coleman,0,1.36157048222379e-18,17
Nigel Bradham,0,1.36157048222379e-18,17
Noah Fant,4.74993876621952,0.353623998742383,17
Nyheim Hines,9.67856458136535,0.70206494127296,17
O.J. Howard IR,10.6150891200889,1.08858810299457,17
Odell Beckham Jr. IR,11.5674235056586,0.051380869587581,17
Olamide Zaccheaus,2.32856756793316,0.321427624032678,17
Olivier Vernon,0,1.36157048222379e-18,17
Orlando Scandrick,0,1.36157048222379e-18,17
Oshane Ximines IR,0,1.36157048222379e-18,17
P.J. Hall,0,1.36157048222379e-18,17
P.J. Williams,0,1.36157048222379e-18,17
Parris Campbell IR,0,0.630950559556322,17
Patrick Chung,0,1.36157048222379e-18,17
Patrick DiMarco,0,1.25874204131229,17
Patrick Laird,2.28240842820912,0.2353518785406,17
Patrick Mahomes,34.6095925497948,1.32552920342407,17
Patrick Onwuasor IR,0,1.36157048222379e-18,17
Patrick Ricard,0,2.16402473049009,17
Patrick Robinson,0,1.36157048222379e-18,17
Paul Perkins,0,1.56994843437588,17
Paul Richardson,0.518645329633864,0.580576316990389,17
Pernell McPhee,0,1.36157048222379e-18,17
Peter Kalambayi,0,1.36157048222379e-18,17
Peyton Barber,0,1.44687137888622,17
Pharaoh Brown,0.783516673547425,0.597769293197076,17
Pharoh Cooper,1.02417787996879,0.633424389844413,17
Philadelphia Eagles,15.7006062867271,1.10325514049975,17
Philip Rivers,15.3346209609952,0.154080871380746,17
Phillip Dorsett II IR,0,1.69895976698524,17
Phillip Lindsay,27.6398177159379,1.85027743654903,17
Pierre Desir,0,1.36157048222379e-18,17
Pittsburgh Steelers,5.20605140342742,0.771565268995928,17
Poona Ford,0,1.36157048222379e-18,17
Preston Brown,0,1.36157048222379e-18,17
Preston Smith,0,1.36157048222379e-18,17
Preston Williams Q,0,1.2961135385865,17
Prince Amukamara,0,1.36157048222379e-18,17
Qadree Ollison,5.43131775977361,1.0719619698356,17
Quandre Diggs,0,1.36157048222379e-18,17
Quincy Williams,0,1.36157048222379e-18,17
Quincy Wilson,0,1.36157048222379e-18,17
Quinton Dunbar Q,0,1.36157048222379e-18,17
Quinton Jefferson,0,1.36157048222379e-18,17
RJ McIntosh,0,1.36157048222379e-18,17
Raekwon McMillan,0,1.36157048222379e-18,17
Raheem Mostert IR,12.6707147009468,0.364919214368309,17
Randall Cobb,0,1.81676941132753,17
Randy Bullock,12.2884538370364,1.55979939788313,17
Rashaad Penny PUP,0,1.38736691587815,17
Rashaan Evans,0,1.36157048222379e-18,17
Rashaan Gaulden,0,1.36157048222379e-18,17
Rashaan Melvin,0,1.36157048222379e-18,17
Rashard Higgins,0,1.8743269457563,17
Rasul Douglas,0,1.36157048222379e-18,17
Raven Greene,0,1.36157048222379e-18,17
Rayshawn Jenkins,0,1.36157048222379e-18,17
Reggie Bonnafon,2.66676247797022,0.352349905671106,17
Reshad Jones,0,1.36157048222379e-18,17
Rex Burkhead,21.8444645369484,2.35714035198925,17
Rhett Ellison,0,0.830527723236339,17
Ricardo Allen,0,1.36157048222379e-18,17
Richard Sherman IR,0,1.36157048222379e-18,17
Richie James Jr.,0,1.74960491527592,17
Ricky Seals-Jones,17.054424641939,2.13686446166772,17
Rico Gafford,1.69999850464976,0.321428068789836,17
Riley Ridley,1.71428567236108,1.75647587347466,17
Robbie Gould,16.563173516491,2.10729742632524,17
Robby Anderson,14.533703639775,0.470446556153897,17
Robert Davis,2.01538468850079,2.79445571326934,17
Robert Foster O,0,1.77484476262199,17
Robert Griffin III,0,1.39801948846819,17
Robert Quinn,0,1.36157048222379e-18,17
Robert Tonyan,1.5788440904115,0.0601441252370405,17
Robert Woods,25.5069937922181,1.12544782996414,17
Rock Ya-Sin,0,1.36157048222379e-18,17
Rodney Gunter,0,1.36157048222379e-18,17
Rodney McLeod,0,1.36157048222379e-18,17
Romeo Okwara,0,1.36157048222379e-18,17
Ronald Blair III PUP,0,1.36157048222379e-18,17
Ronald Darby,0,1.36157048222379e-18,17
Ronald Jones II,15.4062812412161,0.804442114165295,17
Ronnie Harrison Jr.,0,1.36157048222379e-18,17
Rontez Miles,0,1.36157048222379e-18,17
Roosevelt Nix,0,0.557692226109388,17
Roquan Smith,0,1.36157048222379e-18,17
Ross Cockrell,0,1.36157048222379e-18,17
Ross Dwelley,0,1.20065306445592,17
Ross Travis,2.68543947667925,1.78608588718058,17
Roy Robertson-Harris,0,1.36157048222379e-18,17
Royce Freeman,17.3950507987971,1.91060893880103,17
Russell Gage,6.58625725964332,0.213458254120709,17
Russell Shepard,0.228570897678927,0.111944462772981,17
Russell Wilson,19.8081254406556,0.0398344982404962,17
Ryan Anderson,0,1.36157048222379e-18,17
Ryan Connelly,0,1.36157048222379e-18,17
Ryan Finley,0,2.19470563868541,17
Ryan Fitzpatrick,26.6132511120277,1.04894217300167,17
Ryan Glasgow,0,1.36157048222379e-18,17
Ryan Grant,0,1.28893850825166,17
Ryan Griffin,0,2.20399384465758,17
Ryan Izzo Q,3.21044166304759,0.533369482415368,17
Ryan Kerrigan,0,1.36157048222379e-18,17
Ryan Succop,0,0.924035935654475,17
Ryan Switzer,0,1.27960114612693,17
Ryan Tannehill,22.2110763453114,0.63405293357208,17
Ryquell Armstead,0,0.533582750935061,17
Sam Darnold D,0,1.39579876781759,17
Sam Eguavoen,0,1.36157048222379e-18,17
Sam Ficken D,7.10988657669527,0.349182686775205,17
Sam Hubbard IR,0,1.36157048222379e-18,17
Sammy Watkins O,0,1.15602617027032,17
Samson Ebukam,0,1.36157048222379e-18,17
San Francisco 49ers,0,1.9191915057988,17
Saquon Barkley IR,51.3869337960092,2.70582422149411,17
Scott Simonson,0.110439519917169,0.150287979468645,17
Scotty Miller,3.55494620136243,0.229467687400738,17
Sean Culkin,0.435164864361208,0.541208844293105,17
Sean Lee,0,1.36157048222379e-18,17
Sean Murphy-Bunting,0,1.36157048222379e-18,17
Seattle Seahawks,1.37357724752348,1.08088828041747,17
Seth DeValve,8.40082619691201,2.49289973898439,17
Seth Roberts,10.8524697118871,1.64894834428912,17
Shamar Stephen,0,1.36157048222379e-18,17
Shaq Lawson,0,1.36157048222379e-18,17
Shaq Thompson,0,1.36157048222379e-18,17
Shaquem Griffin,0,1.36157048222379e-18,17
Shaquil Barrett,0,1.36157048222379e-18,17
Shaquill Griffin O,0,1.36157048222379e-18,17
Sharif Finch,0,1.36157048222379e-18,17
Sharrod Neasman,0,1.36157048222379e-18,17
Shaun Dion Hamilton,0,1.36157048222379e-18,17
Shawn Williams,0,1.36157048222379e-18,17
Shelby Harris,0,1.36157048222379e-18,17
Sheldon Day,0,1.36157048222379e-18,17
Sheldon Richardson,0,1.36157048222379e-18,17
Sheldrick Redwine,0,1.36157048222379e-18,17
Shilique Calhoun Q,0,1.36157048222379e-18,17
Shy Tuttle,0,1.36157048222379e-18,17
Sidney Jones IV,0,1.36157048222379e-18,17
Siran Neal,0,1.36157048222379e-18,17
Sony Michel IR,19.8500308207573,1.70878638360523,17
Spencer Ware,8.52142882730843,4.10145373368945,17
Stanley Morgan,0,0.863375639876793,17
Star Lotulelei,0,1.36157048222379e-18,17
Stefon Diggs,21.786664880191,0.636413809017827,17
Stephen Carlson,0,0.989142063319742,17
Stephen Gostkowski,0,1.00575267927433,17
Stephen Hauschka,2.12635954641231,0.984066622960492,17
Stephon Gilmore Q,0,1.36157048222379e-18,17
Stephon Tuitt,0,1.36157048222379e-18,17
Sterling Shepard,36.0232798624523,2.82598921807498,17
Steve McLendon,0,1.36157048222379e-18,17
Steven Nelson,0,1.36157048222379e-18,17
Steven Sims Jr.,34.6848967792072,4.06529880158225,17
T.J. Carrie,0,1.36157048222379e-18,17
T.J. Hockenson,0,1.89175330782915,17
T.J. Logan IR,0,1.81366021998756,17
T.J. Watt,0,1.36157048222379e-18,17
T.J. Yeldon,4.23077097862467,0.837426352738055,17
T.Y. Hilton O,4.92956186726587,0.250666214352054,17
TJ Jones,0,0.250001563256591,17
Tae Davis,0,1.36157048222379e-18,17
Tahir Whitehead,0,1.36157048222379e-18,17
Taiwan Jones,0,1.36157048222379e-18,17
Tajaé Sharpe,26.7524961159989,3.45674541523792,17
Takkarist McKinley O,0,1.36157048222379e-18,17
Tampa Bay Buccaneers,11.4696960310504,0.536517689677136,17
Tanner Hudson,0.819230807689595,0.676117180037485,17
Tarell Basham,0,1.36157048222379e-18,17
Tarik Cohen IR,4.24749191069518,1.0362641234275,17
Taron Johnson,0,1.36157048222379e-18,17
Tarvarius Moore,0,1.36157048222379e-18,17
Tashaun Gipson Sr.,0,1.36157048222379e-18,17
Taven Bryan,0,1.36157048222379e-18,17
Tavon Austin,9.9041282132771,1.63769255737136,17
Tavon Wilson,0,1.36157048222379e-18,17
Taylor Gabriel,0,1.38021994818182,17
Taylor Rapp,0,1.36157048222379e-18,17
Taylor Stallworth,0,1.36157048222379e-18,17
Taysom Hill,7.74612392330469,0.374969756299667,17
Ted Ginn Jr.,0,1.39273198200894,17
Teddy Bridgewater,11.7589081185493,0.606921778892438,17
Tedric Thompson,0,1.36157048222379e-18,17
Tennessee Titans,0,1.95633756344583,17
Terrance Mitchell,0,1.36157048222379e-18,17
Terrell Edmunds,0,1.36157048222379e-18,17
Terrell Suggs,0,1.36157048222379e-18,17
Terry McLaurin,24.9649414319659,1.30997223876999,17
Tevin Coleman O,0,1.23715383478734,17
Tevin Jones,0,1.77544534398059,17
Thomas Davis Sr.,0,1.36157048222379e-18,17
Tim Boyle,0,1.12912092010393,17
Tim Patrick,10.2285712294244,2.01812034644844,17
Tim Settle,0,1.36157048222379e-18,17
Timmy Jernigan,0,1.36157048222379e-18,17
Todd Gurley II,26.2551248694006,1.61512002994234,17
Tom Brady,19.999560905471,0.33755665116168,17
Tommy Sweeney,0,1.15998754429122,17
Tony Brooks-James,0,1.21703299685102,17
Tony Brown,0,1.36157048222379e-18,17
Tony Jefferson,0,1.36157048222379e-18,17
Tony Pollard,9.50432970661905,0.444507821927006,17
Tra Carson,1.06373677777999,0.20696335539364,17
Tracy Walker O,0,1.36157048222379e-18,17
Trae Waynes,0,1.36157048222379e-18,17
Tramaine Brock Sr.,0,1.36157048222379e-18,17
Tramon Williams,0,1.36157048222379e-18,17
Travis Benjamin,0.101373033875169,0.424292083550723,17
Travis Homer,10.28708855002,3.63133848960744,17
Travis Kelce,28.4779504720774,1.77645057388819,17
Trayvon Mullen Q,0,1.36157048222379e-18,17
Tre Boston,0,1.36157048222379e-18,17
Tre Flowers,0,1.36157048222379e-18,17
Tre'Davious White Q,0,1.36157048222379e-18,17
Tre'Quan Smith,3.06867152133308,0.0825138099571682,17
Tremaine Edmunds,0,1.36157048222379e-18,17
Trent Murphy,0,1.36157048222379e-18,17
Trent Sherfield,1.72060546736602,0.652998390491643,17
Trevon Wesco O,3.54725310725049,2.57562702056767,17
Trevor Davis,2.96758392998498,0.267895409151264,17
Trevor Siemian,0,0.250000050908145,17
Trey Burton,2.30109970688932,0.445456228658925,17
Trey Edmunds,0,2.06553871639999,17
Trey Flowers IR,0,1.36157048222379e-18,17
Trey Hendrickson,0,1.36157048222379e-18,17
Trey Quinn,0,1.46135248302552,17
Troy Apke,0,1.36157048222379e-18,17
Troy Fumagalli,0,1.11782355018893,17
Troy Hill,0,1.36157048222379e-18,17
Troy Reeder,0,1.36157048222379e-18,17
Troymaine Pope O,2.25494615851826,0.54120917842746,17
Trumaine Johnson,0,1.36157048222379e-18,17
Ty Johnson,1.52060346679186,0.704130896378256,17
Ty Long,2.70054031542102,0.0973927821261148,17
Ty Montgomery,3.42224970520548,0.527113705211684,17
Ty Summers,0,1.36157048222379e-18,17
Tyeler Davison,0,1.36157048222379e-18,17
Tyler Boyd,36.4204619696651,2.13715903093124,17
Tyler Conklin,0,1.00345910688066,17
Tyler Eifert,17.8167499292421,2.4167731403755,17
Tyler Ervin,1.6000000803843,3.75000020096074,17
Tyler Higbee,33.9147882221325,2.5822773701994,17
Tyler Kroft,2.85054958058604,0.728721228790601,17
Tyler Lockett,15.1139445104075,0.058818505407782,17
Tyler Matakevich,0,1.36157048222379e-18,17
Tyrann Mathieu,0,1.36157048222379e-18,17
Tyreek Hill,12.595424601231,0.0906323071378573,17
Tyrell Williams IR,8.89880596402337,0.0319722206342693,17
Tyrod Taylor,0.898460848492599,0.338078808882339,17
Tyrone Crawford,0,1.36157048222379e-18,17
Tyson Alualu O,0,1.36157048222379e-18,17
Tyus Bowser,0,1.36157048222379e-18,17
Uchenna Nwosu,0,1.36157048222379e-18,17
